word,to_asterisks,to_number,to_ommit,interleave_space,interleave_underscore,swap,duplicate_char,extra_char,random
wimp,w*mp,wimp,wmp,w i m p,w_i_m_p,iwmp,wiiiiimp,wimpw,w*mp
dirtball,d*rtball,dirtball,drtbll,d i r t b a l l,d_i_r_t_b_a_l_l,idrtball,diiiiirtball,dirtballk,d*rtball
hocus,h*cus,h0cus,hcs,h o c u s,h_o_c_u_s,ohcus,hooooocus,hocusj,h o c u s
gyp,gyp,gyp,gyp,g y p,g_y_p,ygp,gyp,gyph,ygp
boring,b*ring,b0ring,brng,b o r i n g,b_o_r_i_n_g,obring,boooooring,boringb,b o r i n g
cranky,cr*nky,cranky,crnky,c r a n k y,c_r_a_n_k_y,rcanky,craaaaanky,crankyl,rcanky
wretched,wr*tched,wretched,wrtchd,w r e t c h e d,w_r_e_t_c_h_e_d,rwetched,wreeeeetched,wretchedm,wreeeeetched
stench,st*nch,stench,stnch,s t e n c h,s_t_e_n_c_h,tsench,steeeeench,stenchz,s t e n c h
ignorant,*gnorant,ign0rant,gnrnt,i g n o r a n t,i_g_n_o_r_a_n_t,ginorant,iiiiignorant,ignorantb,ginorant
cheat,ch*at,cheat,cht,c h e a t,c_h_e_a_t,hceat,cheeeeeat,cheatn,c_h_e_a_t
infidel,*nfidel,infidel,nfdl,i n f i d e l,i_n_f_i_d_e_l,nifidel,iiiiinfidel,infidelu,i_n_f_i_d_e_l
pretentious,pr*tentious,pretenti0us,prtnts,p r e t e n t i o u s,p_r_e_t_e_n_t_i_o_u_s,rpetentious,preeeeetentious,pretentiousk,p_r_e_t_e_n_t_i_o_u_s
savage,s*vage,savage,svg,s a v a g e,s_a_v_a_g_e,asvage,saaaaavage,savaged,s_a_v_a_g_e
greed,gr*ed,greed,grd,g r e e d,g_r_e_e_d,rgeed,greeeeeed,greedt,g_r_e_e_d
vulgar,v*lgar,vulgar,vlgr,v u l g a r,v_u_l_g_a_r,uvlgar,vuuuuulgar,vulgard,v_u_l_g_a_r
gossip,g*ssip,g0ssip,gssp,g o s s i p,g_o_s_s_i_p,ogssip,gooooossip,gossipo,gooooossip
twink,tw*nk,twink,twnk,t w i n k,t_w_i_n_k,wtink,twiiiiink,twinku,twiiiiink
hustler,h*stler,hustler,hstlr,h u s t l e r,h_u_s_t_l_e_r,uhstler,huuuuustler,hustlerj,h*stler
nefarious,n*farious,nefari0us,nfrs,n e f a r i o u s,n_e_f_a_r_i_o_u_s,enfarious,neeeeefarious,nefariousd,n_e_f_a_r_i_o_u_s
tart,t*rt,tart,trt,t a r t,t_a_r_t,atrt,taaaaart,tartm,tartx
incompetence,*ncompetence,inc0mpetence,ncmptnc,i n c o m p e t e n c e,i_n_c_o_m_p_e_t_e_n_c_e,nicompetence,iiiiincompetence,incompetencef,incompetences
seedy,s*edy,seedy,sdy,s e e d y,s_e_e_d_y,esedy,seeeeeedy,seedyo,s*edy
wop,w*p,w0p,wp,w o p,w_o_p,owp,wooooop,wopl,wooooop
inhumanity,*nhumanity,inhumanity,nhmnty,i n h u m a n i t y,i_n_h_u_m_a_n_i_t_y,nihumanity,iiiiinhumanity,inhumanityx,iiiiinhumanity
blasphemy,bl*sphemy,blasphemy,blsphmy,b l a s p h e m y,b_l_a_s_p_h_e_m_y,lbasphemy,blaaaaasphemy,blasphemyb,b_l_a_s_p_h_e_m_y
div,d*v,div,dv,d i v,d_i_v,idv,diiiiiv,divf,divx
zealot,z*alot,zeal0t,zlt,z e a l o t,z_e_a_l_o_t,ezalot,zeeeeealot,zealotj,z_e_a_l_o_t
cracker,cr*cker,cracker,crckr,c r a c k e r,c_r_a_c_k_e_r,rcacker,craaaaacker,crackerk,c r a c k e r
shady,sh*dy,shady,shdy,s h a d y,s_h_a_d_y,hsady,shaaaaady,shadyz,shadyn
bloodthirsty,bl*odthirsty,bl0odthirsty,bldthrsty,b l o o d t h i r s t y,b_l_o_o_d_t_h_i_r_s_t_y,lboodthirsty,bloooooodthirsty,bloodthirstyx,lboodthirsty
ginger,g*nger,ginger,gngr,g i n g e r,g_i_n_g_e_r,ignger,giiiiinger,gingerg,g_i_n_g_e_r
dummy,d*mmy,dummy,dmmy,d u m m y,d_u_m_m_y,udmmy,duuuuummy,dummyn,d u m m y
abusive,*busive,abusive,bsv,a b u s i v e,a_b_u_s_i_v_e,bausive,aaaaabusive,abusivep,bausive
prick,pr*ck,prick,prck,p r i c k,p_r_i_c_k,rpick,priiiiick,pricka,rpick
obscene,*bscene,0bscene,bscn,o b s c e n e,o_b_s_c_e_n_e,boscene,ooooobscene,obscenek,bscn
mook,m*ok,m0ok,mk,m o o k,m_o_o_k,omok,mooooook,mookw,omok
sucker,s*cker,sucker,sckr,s u c k e r,s_u_c_k_e_r,uscker,suuuuucker,suckerg,uscker
reprehensible,r*prehensible,reprehensible,rprhnsbl,r e p r e h e n s i b l e,r_e_p_r_e_h_e_n_s_i_b_l_e,erprehensible,reeeeeprehensible,reprehensiblec,reprehensible
miser,m*ser,miser,msr,m i s e r,m_i_s_e_r,imser,miiiiiser,miserj,m i s e r
arrogance,*rrogance,arr0gance,rrgnc,a r r o g a n c e,a_r_r_o_g_a_n_c_e,rarogance,aaaaarrogance,arroganceu,a r r o g a n c e
ugliness,*gliness,ugliness,glnss,u g l i n e s s,u_g_l_i_n_e_s_s,guliness,uuuuugliness,uglinessh,uuuuugliness
idiocy,*diocy,idi0cy,dcy,i d i o c y,i_d_i_o_c_y,diiocy,iiiiidiocy,idiocyd,i d i o c y
raghead,r*ghead,raghead,rghd,r a g h e a d,r_a_g_h_e_a_d,arghead,raaaaaghead,ragheadp,r a g h e a d
shyster,shyst*r,shyster,shystr,s h y s t e r,s_h_y_s_t_e_r,hsyster,shysteeeeer,shysterq,shysterq
braggart,br*ggart,braggart,brggrt,b r a g g a r t,b_r_a_g_g_a_r_t,rbaggart,braaaaaggart,braggarth,braaaaaggart
boner,b*ner,b0ner,bnr,b o n e r,b_o_n_e_r,obner,boooooner,bonera,obner
dago,d*go,dag0,dg,d a g o,d_a_g_o,adgo,daaaaago,dagos,d*go
crass,cr*ss,crass,crss,c r a s s,c_r_a_s_s,rcass,craaaaass,crassm,craaaaass
meeja,m*eja,meeja,mj,m e e j a,m_e_e_j_a,emeja,meeeeeeja,meejag,meejaz
cruelty,cr*elty,cruelty,crlty,c r u e l t y,c_r_u_e_l_t_y,rcuelty,cruuuuuelty,crueltyb,rcuelty
delinquent,d*linquent,delinquent,dlnqnt,d e l i n q u e n t,d_e_l_i_n_q_u_e_n_t,edlinquent,deeeeelinquent,delinquentk,delinquento
badness,b*dness,badness,bdnss,b a d n e s s,b_a_d_n_e_s_s,abdness,baaaaadness,badnessy,badness
spaz,sp*z,spaz,spz,s p a z,s_p_a_z,psaz,spaaaaaz,spazk,sp*z
bully,b*lly,bully,blly,b u l l y,b_u_l_l_y,ublly,buuuuully,bullyk,b_u_l_l_y
whoremonger,wh*remonger,wh0remonger,whrmngr,w h o r e m o n g e r,w_h_o_r_e_m_o_n_g_e_r,hworemonger,whoooooremonger,whoremongera,wh0remonger
sneer,sn*er,sneer,snr,s n e e r,s_n_e_e_r,nseer,sneeeeeer,sneeru,sneerl
evildoer,*vildoer,evild0er,vldr,e v i l d o e r,e_v_i_l_d_o_e_r,veildoer,eeeeevildoer,evildoerx,veildoer
fucktard,f*cktard,fucktard,fcktrd,f u c k t a r d,f_u_c_k_t_a_r_d,ufcktard,fuuuuucktard,fucktardy,fucktard
hooligan,h*oligan,h0oligan,hlgn,h o o l i g a n,h_o_o_l_i_g_a_n,oholigan,hooooooligan,hooligang,hlgn
humbug,h*mbug,humbug,hmbg,h u m b u g,h_u_m_b_u_g,uhmbug,huuuuumbug,humbugl,h u m b u g
gobshite,g*bshite,g0bshite,gbsht,g o b s h i t e,g_o_b_s_h_i_t_e,ogbshite,gooooobshite,gobshitew,gooooobshite
bummer,b*mmer,bummer,bmmr,b u m m e r,b_u_m_m_e_r,ubmmer,buuuuummer,bummerj,b u m m e r
brag,br*g,brag,brg,b r a g,b_r_a_g,rbag,braaaaag,bragb,rbag
sordid,s*rdid,s0rdid,srdd,s o r d i d,s_o_r_d_i_d,osrdid,sooooordid,sordidu,srdd
detest,d*test,detest,dtst,d e t e s t,d_e_t_e_s_t,edtest,deeeeetest,detestt,detestz
cheesy,ch*esy,cheesy,chsy,c h e e s y,c_h_e_e_s_y,hceesy,cheeeeeesy,cheesyo,cheesy
hack,h*ck,hack,hck,h a c k,h_a_c_k,ahck,haaaaack,hackp,haaaaack
wog,w*g,w0g,wg,w o g,w_o_g,owg,wooooog,wogd,w o g
sloppy,sl*ppy,sl0ppy,slppy,s l o p p y,s_l_o_p_p_y,lsoppy,sloooooppy,sloppyd,s_l_o_p_p_y
hick,h*ck,hick,hck,h i c k,h_i_c_k,ihck,hiiiiick,hickc,h_i_c_k
minion,m*nion,mini0n,mnn,m i n i o n,m_i_n_i_o_n,imnion,miiiiinion,minionf,mnn
reprobate,r*probate,repr0bate,rprbt,r e p r o b a t e,r_e_p_r_o_b_a_t_e,erprobate,reeeeeprobate,reprobateo,reeeeeprobate
bogan,b*gan,b0gan,bgn,b o g a n,b_o_g_a_n,obgan,booooogan,boganl,bogano
ungodly,*ngodly,ung0dly,ngdly,u n g o d l y,u_n_g_o_d_l_y,nugodly,uuuuungodly,ungodlyr,ungodlyg
troll,tr*ll,tr0ll,trll,t r o l l,t_r_o_l_l,rtoll,troooooll,trollz,trll
domineering,d*mineering,d0mineering,dmnrng,d o m i n e e r i n g,d_o_m_i_n_e_e_r_i_n_g,odmineering,dooooomineering,domineeringy,d o m i n e e r i n g
degrading,d*grading,degrading,dgrdng,d e g r a d i n g,d_e_g_r_a_d_i_n_g,edgrading,deeeeegrading,degradingu,dgrdng
boastful,b*astful,b0astful,bstfl,b o a s t f u l,b_o_a_s_t_f_u_l,obastful,boooooastful,boastfula,b*astful
hoax,h*ax,h0ax,hx,h o a x,h_o_a_x,ohax,hoooooax,hoaxb,h0ax
flid,fl*d,flid,fld,f l i d,f_l_i_d,lfid,fliiiiid,flidf,flidz
ruffian,r*ffian,ruffian,rffn,r u f f i a n,r_u_f_f_i_a_n,urffian,ruuuuuffian,ruffiang,ruuuuuffian
egotist,*gotist,eg0tist,gtst,e g o t i s t,e_g_o_t_i_s_t,geotist,eeeeegotist,egotistp,eeeeegotist
troublemaking,tr*ublemaking,tr0ublemaking,trblmkng,t r o u b l e m a k i n g,t_r_o_u_b_l_e_m_a_k_i_n_g,rtoublemaking,troooooublemaking,troublemakings,tr0ublemaking
hairy,h*iry,hairy,hry,h a i r y,h_a_i_r_y,ahiry,haaaaairy,hairyf,ahiry
insufferable,*nsufferable,insufferable,nsffrbl,i n s u f f e r a b l e,i_n_s_u_f_f_e_r_a_b_l_e,nisufferable,iiiiinsufferable,insufferableb,insufferablea
blacky,bl*cky,blacky,blcky,b l a c k y,b_l_a_c_k_y,lbacky,blaaaaacky,blackyn,blaaaaacky
greaseball,gr*aseball,greaseball,grsbll,g r e a s e b a l l,g_r_e_a_s_e_b_a_l_l,rgeaseball,greeeeeaseball,greaseballl,greaseballp
dag,d*g,dag,dg,d a g,d_a_g,adg,daaaaag,dagr,adg
craven,cr*ven,craven,crvn,c r a v e n,c_r_a_v_e_n,rcaven,craaaaaven,cravenz,craaaaaven
jobsworth,j*bsworth,j0bsworth,jbswrth,j o b s w o r t h,j_o_b_s_w_o_r_t_h,ojbsworth,jooooobsworth,jobsworthq,jooooobsworth
suck,s*ck,suck,sck,s u c k,s_u_c_k,usck,suuuuuck,suckp,suuuuuck
traitorous,tr*itorous,trait0rous,trtrs,t r a i t o r o u s,t_r_a_i_t_o_r_o_u_s,rtaitorous,traaaaaitorous,traitorousz,rtaitorous
kike,k*ke,kike,kk,k i k e,k_i_k_e,ikke,kiiiiike,kikes,kikev
gluttonous,gl*ttonous,glutt0nous,glttns,g l u t t o n o u s,g_l_u_t_t_o_n_o_u_s,lguttonous,gluuuuuttonous,gluttonousi,lguttonous
ruffian,r*ffian,ruffian,rffn,r u f f i a n,r_u_f_f_i_a_n,urffian,ruuuuuffian,ruffianm,ruffian
nutty,n*tty,nutty,ntty,n u t t y,n_u_t_t_y,untty,nuuuuutty,nuttyr,n_u_t_t_y
gibberish,g*bberish,gibberish,gbbrsh,g i b b e r i s h,g_i_b_b_e_r_i_s_h,igbberish,giiiiibberish,gibberishk,gibberisho
blasphemer,bl*sphemer,blasphemer,blsphmr,b l a s p h e m e r,b_l_a_s_p_h_e_m_e_r,lbasphemer,blaaaaasphemer,blasphemerh,lbasphemer
slanderous,sl*nderous,slander0us,slndrs,s l a n d e r o u s,s_l_a_n_d_e_r_o_u_s,lsanderous,slaaaaanderous,slanderousq,s_l_a_n_d_e_r_o_u_s
curmudgeon,c*rmudgeon,curmudge0n,crmdgn,c u r m u d g e o n,c_u_r_m_u_d_g_e_o_n,ucrmudgeon,cuuuuurmudgeon,curmudgeono,cuuuuurmudgeon
pisshead,p*sshead,pisshead,psshd,p i s s h e a d,p_i_s_s_h_e_a_d,ipsshead,piiiiisshead,pissheadc,psshd
tubby,t*bby,tubby,tbby,t u b b y,t_u_b_b_y,utbby,tuuuuubby,tubbyp,t u b b y
killjoy,k*lljoy,killj0y,klljy,k i l l j o y,k_i_l_l_j_o_y,iklljoy,kiiiiilljoy,killjoyc,k_i_l_l_j_o_y
shredding,shr*dding,shredding,shrddng,s h r e d d i n g,s_h_r_e_d_d_i_n_g,hsredding,shreeeeedding,shreddingd,shreeeeedding
whorehouse,wh*rehouse,wh0rehouse,whrhs,w h o r e h o u s e,w_h_o_r_e_h_o_u_s_e,hworehouse,whooooorehouse,whorehousew,wh0rehouse
dipshit,d*pshit,dipshit,dpsht,d i p s h i t,d_i_p_s_h_i_t,idpshit,diiiiipshit,dipshitk,d i p s h i t
connive,c*nnive,c0nnive,cnnv,c o n n i v e,c_o_n_n_i_v_e,ocnnive,cooooonnive,connivea,connivex
fanboy,f*nboy,fanb0y,fnby,f a n b o y,f_a_n_b_o_y,afnboy,faaaaanboy,fanboyu,fanboyo
wazzock,w*zzock,wazz0ck,wzzck,w a z z o c k,w_a_z_z_o_c_k,awzzock,waaaaazzock,wazzockh,w a z z o c k
squid,sq*id,squid,sqd,s q u i d,s_q_u_i_d,qsuid,squuuuuid,squida,sq*id
vomit,v*mit,v0mit,vmt,v o m i t,v_o_m_i_t,ovmit,vooooomit,vomitt,v*mit
knobhead,kn*bhead,kn0bhead,knbhd,k n o b h e a d,k_n_o_b_h_e_a_d,nkobhead,knooooobhead,knobheade,kn*bhead
narcissistic,n*rcissistic,narcissistic,nrcssstc,n a r c i s s i s t i c,n_a_r_c_i_s_s_i_s_t_i_c,anrcissistic,naaaaarcissistic,narcissistick,n_a_r_c_i_s_s_i_s_t_i_c
wimpy,w*mpy,wimpy,wmpy,w i m p y,w_i_m_p_y,iwmpy,wiiiiimpy,wimpyz,wimpy
bully,b*lly,bully,blly,b u l l y,b_u_l_l_y,ublly,buuuuully,bullyu,b_u_l_l_y
unethical,*nethical,unethical,nthcl,u n e t h i c a l,u_n_e_t_h_i_c_a_l,nuethical,uuuuunethical,unethicals,unethical
wanton,w*nton,want0n,wntn,w a n t o n,w_a_n_t_o_n,awnton,waaaaanton,wantonq,w*nton
dope,d*pe,d0pe,dp,d o p e,d_o_p_e,odpe,dooooope,dopea,d_o_p_e
twisted,tw*sted,twisted,twstd,t w i s t e d,t_w_i_s_t_e_d,wtisted,twiiiiisted,twistedk,twistedb
undead,*ndead,undead,ndd,u n d e a d,u_n_d_e_a_d,nudead,uuuuundead,undeadm,*ndead
sanctimonious,s*nctimonious,sanctim0nious,snctmns,s a n c t i m o n i o u s,s_a_n_c_t_i_m_o_n_i_o_u_s,asnctimonious,saaaaanctimonious,sanctimonioush,s_a_n_c_t_i_m_o_n_i_o_u_s
spick,sp*ck,spick,spck,s p i c k,s_p_i_c_k,psick,spiiiiick,spickn,spck
immorality,*mmorality,imm0rality,mmrlty,i m m o r a l i t y,i_m_m_o_r_a_l_i_t_y,mimorality,iiiiimmorality,immoralityv,iiiiimmorality
were,w*re,were,wr,w e r e,w_e_r_e,ewre,weeeeere,werey,wr
utter,*tter,utter,ttr,u t t e r,u_t_t_e_r,tuter,uuuuutter,utteri,uuuuutter
craven,cr*ven,craven,crvn,c r a v e n,c_r_a_v_e_n,rcaven,craaaaaven,cravenk,craveny
shitbag,sh*tbag,shitbag,shtbg,s h i t b a g,s_h_i_t_b_a_g,hsitbag,shiiiiitbag,shitbagj,shitbag
dopey,d*pey,d0pey,dpy,d o p e y,d_o_p_e_y,odpey,dooooopey,dopeyl,dpy
skimpy,sk*mpy,skimpy,skmpy,s k i m p y,s_k_i_m_p_y,ksimpy,skiiiiimpy,skimpyx,skiiiiimpy
naysayer,n*ysayer,naysayer,nysyr,n a y s a y e r,n_a_y_s_a_y_e_r,anysayer,naaaaaysayer,naysayera,n*ysayer
cynic,cyn*c,cynic,cync,c y n i c,c_y_n_i_c,ycnic,cyniiiiic,cynicj,cyn*c
tyrannical,tyr*nnical,tyrannical,tyrnncl,t y r a n n i c a l,t_y_r_a_n_n_i_c_a_l,ytrannical,tyraaaaannical,tyrannicalj,t y r a n n i c a l
pendejo,p*ndejo,pendej0,pndj,p e n d e j o,p_e_n_d_e_j_o,epndejo,peeeeendejo,pendejof,pndj
sacrilege,s*crilege,sacrilege,scrlg,s a c r i l e g e,s_a_c_r_i_l_e_g_e,ascrilege,saaaaacrilege,sacrilegej,saaaaacrilege
slaver,sl*ver,slaver,slvr,s l a v e r,s_l_a_v_e_r,lsaver,slaaaaaver,slaverx,s l a v e r
clem,cl*m,clem,clm,c l e m,c_l_e_m,lcem,cleeeeem,clemt,c_l_e_m
prattle,pr*ttle,prattle,prttl,p r a t t l e,p_r_a_t_t_l_e,rpattle,praaaaattle,prattlek,p r a t t l e
foolish,f*olish,f0olish,flsh,f o o l i s h,f_o_o_l_i_s_h,ofolish,foooooolish,foolishc,foooooolish
jagoff,j*goff,jag0ff,jgff,j a g o f f,j_a_g_o_f_f,ajgoff,jaaaaagoff,jagoffm,jag0ff
plagiarism,pl*giarism,plagiarism,plgrsm,p l a g i a r i s m,p_l_a_g_i_a_r_i_s_m,lpagiarism,plaaaaagiarism,plagiarismj,p l a g i a r i s m
gory,g*ry,g0ry,gry,g o r y,g_o_r_y,ogry,gooooory,goryd,gooooory
shithead,sh*thead,shithead,shthd,s h i t h e a d,s_h_i_t_h_e_a_d,hsithead,shiiiiithead,shitheadx,sh*thead
kinky,k*nky,kinky,knky,k i n k y,k_i_n_k_y,iknky,kiiiiinky,kinkyz,kiiiiinky
smut,sm*t,smut,smt,s m u t,s_m_u_t,msut,smuuuuut,smuts,smuuuuut
cuckold,c*ckold,cuck0ld,cckld,c u c k o l d,c_u_c_k_o_l_d,ucckold,cuuuuuckold,cuckoldd,ucckold
uncultured,*ncultured,uncultured,ncltrd,u n c u l t u r e d,u_n_c_u_l_t_u_r_e_d,nucultured,uuuuuncultured,unculturedn,ncltrd
feckless,f*ckless,feckless,fcklss,f e c k l e s s,f_e_c_k_l_e_s_s,efckless,feeeeeckless,fecklessw,f_e_c_k_l_e_s_s
tramp,tr*mp,tramp,trmp,t r a m p,t_r_a_m_p,rtamp,traaaaamp,trampg,trmp
asshat,*sshat,asshat,ssht,a s s h a t,a_s_s_h_a_t,sashat,aaaaasshat,asshatc,asshat
glutton,gl*tton,glutt0n,glttn,g l u t t o n,g_l_u_t_t_o_n,lgutton,gluuuuutton,gluttonh,lgutton
slimebag,sl*mebag,slimebag,slmbg,s l i m e b a g,s_l_i_m_e_b_a_g,lsimebag,sliiiiimebag,slimebagu,sliiiiimebag
doddering,d*ddering,d0ddering,dddrng,d o d d e r i n g,d_o_d_d_e_r_i_n_g,odddering,doooooddering,dodderingt,doooooddering
slovenly,sl*venly,sl0venly,slvnly,s l o v e n l y,s_l_o_v_e_n_l_y,lsovenly,slooooovenly,slovenlyy,lsovenly
decadent,d*cadent,decadent,dcdnt,d e c a d e n t,d_e_c_a_d_e_n_t,edcadent,deeeeecadent,decadentg,d_e_c_a_d_e_n_t
himbo,h*mbo,himb0,hmb,h i m b o,h_i_m_b_o,ihmbo,hiiiiimbo,himbog,h i m b o
complainer,c*mplainer,c0mplainer,cmplnr,c o m p l a i n e r,c_o_m_p_l_a_i_n_e_r,ocmplainer,cooooomplainer,complainerz,c0mplainer
indecent,*ndecent,indecent,ndcnt,i n d e c e n t,i_n_d_e_c_e_n_t,nidecent,iiiiindecent,indecentq,ndcnt
brag,br*g,brag,brg,b r a g,b_r_a_g,rbag,braaaaag,bragj,brg
arseface,*rseface,arseface,rsfc,a r s e f a c e,a_r_s_e_f_a_c_e,raseface,aaaaarseface,arsefaces,arsefacev
shitload,sh*tload,shitl0ad,shtld,s h i t l o a d,s_h_i_t_l_o_a_d,hsitload,shiiiiitload,shitloadk,sh*tload
betrayer,b*trayer,betrayer,btryr,b e t r a y e r,b_e_t_r_a_y_e_r,ebtrayer,beeeeetrayer,betrayera,betrayer
pervert,p*rvert,pervert,prvrt,p e r v e r t,p_e_r_v_e_r_t,eprvert,peeeeervert,pervertl,pervert
numbnuts,n*mbnuts,numbnuts,nmbnts,n u m b n u t s,n_u_m_b_n_u_t_s,unmbnuts,nuuuuumbnuts,numbnutsk,numbnuts
smackhead,sm*ckhead,smackhead,smckhd,s m a c k h e a d,s_m_a_c_k_h_e_a_d,msackhead,smaaaaackhead,smackheadj,s m a c k h e a d
malevolent,m*levolent,malev0lent,mlvlnt,m a l e v o l e n t,m_a_l_e_v_o_l_e_n_t,amlevolent,maaaaalevolent,malevolents,m_a_l_e_v_o_l_e_n_t
sham,sh*m,sham,shm,s h a m,s_h_a_m,hsam,shaaaaam,shamj,shamg
nonsense,n*nsense,n0nsense,nnsns,n o n s e n s e,n_o_n_s_e_n_s_e,onnsense,nooooonsense,nonsenseh,nooooonsense
travesty,tr*vesty,travesty,trvsty,t r a v e s t y,t_r_a_v_e_s_t_y,rtavesty,traaaaavesty,travestyt,rtavesty
reek,r*ek,reek,rk,r e e k,r_e_e_k,erek,reeeeeek,reekz,r e e k
bimbette,b*mbette,bimbette,bmbtt,b i m b e t t e,b_i_m_b_e_t_t_e,ibmbette,biiiiimbette,bimbetter,biiiiimbette
coddle,c*ddle,c0ddle,cddl,c o d d l e,c_o_d_d_l_e,ocddle,coooooddle,coddleh,coddlev
bampot,b*mpot,bamp0t,bmpt,b a m p o t,b_a_m_p_o_t,abmpot,baaaaampot,bampotx,b a m p o t
reek,r*ek,reek,rk,r e e k,r_e_e_k,erek,reeeeeek,reekf,r_e_e_k
spank,sp*nk,spank,spnk,s p a n k,s_p_a_n_k,psank,spaaaaank,spanky,sp*nk
disreputable,d*sreputable,disreputable,dsrptbl,d i s r e p u t a b l e,d_i_s_r_e_p_u_t_a_b_l_e,idsreputable,diiiiisreputable,disreputablek,d_i_s_r_e_p_u_t_a_b_l_e
petty,p*tty,petty,ptty,p e t t y,p_e_t_t_y,eptty,peeeeetty,pettyd,pettyx
freak,fr*ak,freak,frk,f r e a k,f_r_e_a_k,rfeak,freeeeeak,freaku,rfeak
mope,m*pe,m0pe,mp,m o p e,m_o_p_e,ompe,mooooope,mopeu,mooooope
leer,l*er,leer,lr,l e e r,l_e_e_r,eler,leeeeeer,leerd,leeeeeer
milquetoast,m*lquetoast,milquet0ast,mlqtst,m i l q u e t o a s t,m_i_l_q_u_e_t_o_a_s_t,imlquetoast,miiiiilquetoast,milquetoastx,m_i_l_q_u_e_t_o_a_s_t
trucker,tr*cker,trucker,trckr,t r u c k e r,t_r_u_c_k_e_r,rtucker,truuuuucker,truckerr,truuuuucker
gutless,g*tless,gutless,gtlss,g u t l e s s,g_u_t_l_e_s_s,ugtless,guuuuutless,gutlesst,gtlss
ruthless,r*thless,ruthless,rthlss,r u t h l e s s,r_u_t_h_l_e_s_s,urthless,ruuuuuthless,ruthlessd,rthlss
pikey,p*key,pikey,pky,p i k e y,p_i_k_e_y,ipkey,piiiiikey,pikeyi,pikeyq
unspeakable,*nspeakable,unspeakable,nspkbl,u n s p e a k a b l e,u_n_s_p_e_a_k_a_b_l_e,nuspeakable,uuuuunspeakable,unspeakablez,nspkbl
bratty,br*tty,bratty,brtty,b r a t t y,b_r_a_t_t_y,rbatty,braaaaatty,brattyg,rbatty
horrendous,h*rrendous,h0rrendous,hrrnds,h o r r e n d o u s,h_o_r_r_e_n_d_o_u_s,ohrrendous,hooooorrendous,horrendousl,hooooorrendous
assclown,*ssclown,asscl0wn,ssclwn,a s s c l o w n,a_s_s_c_l_o_w_n,sasclown,aaaaassclown,assclowns,aaaaassclown
lascivious,l*scivious,lascivi0us,lscvs,l a s c i v i o u s,l_a_s_c_i_v_i_o_u_s,alscivious,laaaaascivious,lasciviousx,laaaaascivious
muppet,m*ppet,muppet,mppt,m u p p e t,m_u_p_p_e_t,umppet,muuuuuppet,muppeta,muppety
negress,n*gress,negress,ngrss,n e g r e s s,n_e_g_r_e_s_s,engress,neeeeegress,negressm,n e g r e s s
yid,y*d,yid,yd,y i d,y_i_d,iyd,yiiiiid,yidk,yiiiiid
brute,br*te,brute,brt,b r u t e,b_r_u_t_e,rbute,bruuuuute,brutem,brute
clod,cl*d,cl0d,cld,c l o d,c_l_o_d,lcod,cloooood,clodr,cloooood
hokey,h*key,h0key,hky,h o k e y,h_o_k_e_y,ohkey,hoooookey,hokeyq,hky
delinquent,d*linquent,delinquent,dlnqnt,d e l i n q u e n t,d_e_l_i_n_q_u_e_n_t,edlinquent,deeeeelinquent,delinquenth,deeeeelinquent
spew,sp*w,spew,spw,s p e w,s_p_e_w,psew,speeeeew,spewk,s p e w
homewrecker,h*mewrecker,h0mewrecker,hmwrckr,h o m e w r e c k e r,h_o_m_e_w_r_e_c_k_e_r,ohmewrecker,hooooomewrecker,homewreckerf,h*mewrecker
ditzy,d*tzy,ditzy,dtzy,d i t z y,d_i_t_z_y,idtzy,diiiiitzy,ditzyd,dtzy
rudeness,r*deness,rudeness,rdnss,r u d e n e s s,r_u_d_e_n_e_s_s,urdeness,ruuuuudeness,rudenessa,r u d e n e s s
creepo,cr*epo,creep0,crp,c r e e p o,c_r_e_e_p_o,rceepo,creeeeeepo,creepol,creep0
adultery,*dultery,adultery,dltry,a d u l t e r y,a_d_u_l_t_e_r_y,daultery,aaaaadultery,adulteryy,aaaaadultery
weakling,w*akling,weakling,wklng,w e a k l i n g,w_e_a_k_l_i_n_g,ewakling,weeeeeakling,weaklings,weaklingu
yutz,y*tz,yutz,ytz,y u t z,y_u_t_z,uytz,yuuuuutz,yutzc,yutz
derogatory,d*rogatory,der0gatory,drgtry,d e r o g a t o r y,d_e_r_o_g_a_t_o_r_y,edrogatory,deeeeerogatory,derogatoryz,der0gatory
dowdy,d*wdy,d0wdy,dwdy,d o w d y,d_o_w_d_y,odwdy,dooooowdy,dowdyf,d o w d y
twunt,tw*nt,twunt,twnt,t w u n t,t_w_u_n_t,wtunt,twuuuuunt,twuntq,twuntj
quim,q*im,quim,qm,q u i m,q_u_i_m,uqim,quuuuuim,quimp,q*im
barbarity,b*rbarity,barbarity,brbrty,b a r b a r i t y,b_a_r_b_a_r_i_t_y,abrbarity,baaaaarbarity,barbaritym,barbarity
impertinent,*mpertinent,impertinent,mprtnnt,i m p e r t i n e n t,i_m_p_e_r_t_i_n_e_n_t,mipertinent,iiiiimpertinent,impertinentg,impertinent
puta,p*ta,puta,pt,p u t a,p_u_t_a,upta,puuuuuta,putae,pt
vainglorious,v*inglorious,vaingl0rious,vnglrs,v a i n g l o r i o u s,v_a_i_n_g_l_o_r_i_o_u_s,avinglorious,vaaaaainglorious,vaingloriousk,v*inglorious
