word,to_asterisks,to_number,to_ommit,interleave_space,interleave_underscore,swap,duplicate_char,extra_char,random
horrible,h*rrible,h0rrible,hrrbl,h o r r i b l e,h_o_r_r_i_b_l_e,ohrrible,hooooorrible,horriblel,h o r r i b l e
disgusting,d*sgusting,disgusting,dsgstng,d i s g u s t i n g,d_i_s_g_u_s_t_i_n_g,idsgusting,diiiiisgusting,disgustingr,dsgstng
moron,m*ron,m0ron,mrn,m o r o n,m_o_r_o_n,omron,moooooron,moronr,moronx
bastard,b*stard,bastard,bstrd,b a s t a r d,b_a_s_t_a_r_d,abstard,baaaaastard,bastardu,b_a_s_t_a_r_d
stupid,st*pid,stupid,stpd,s t u p i d,s_t_u_p_i_d,tsupid,stuuuuupid,stupidt,stpd
bitch,b*tch,bitch,btch,b i t c h,b_i_t_c_h,ibtch,biiiiitch,bitchp,btch
scumbag,sc*mbag,scumbag,scmbg,s c u m b a g,s_c_u_m_b_a_g,csumbag,scuuuuumbag,scumbagw,s c u m b a g
stupid,st*pid,stupid,stpd,s t u p i d,s_t_u_p_i_d,tsupid,stuuuuupid,stupidc,stuuuuupid
horrible,h*rrible,h0rrible,hrrbl,h o r r i b l e,h_o_r_r_i_b_l_e,ohrrible,hooooorrible,horriblen,horriblej
ass,*ss,ass,ss,a s s,a_s_s,sas,aaaaass,assl,ss
idiot,*diot,idi0t,dt,i d i o t,i_d_i_o_t,diiot,iiiiidiot,idiotk,idioty
bastard,b*stard,bastard,bstrd,b a s t a r d,b_a_s_t_a_r_d,abstard,baaaaastard,bastardc,b a s t a r d
slut,sl*t,slut,slt,s l u t,s_l_u_t,lsut,sluuuuut,slutm,slut
vile,v*le,vile,vl,v i l e,v_i_l_e,ivle,viiiiile,vilee,v*le
redneck,r*dneck,redneck,rdnck,r e d n e c k,r_e_d_n_e_c_k,erdneck,reeeeedneck,redneckr,erdneck
filth,f*lth,filth,flth,f i l t h,f_i_l_t_h,iflth,fiiiiilth,filthd,flth
cretin,cr*tin,cretin,crtn,c r e t i n,c_r_e_t_i_n,rcetin,creeeeetin,cretind,cretinp
sadist,s*dist,sadist,sdst,s a d i s t,s_a_d_i_s_t,asdist,saaaaadist,sadistj,saaaaadist
crap,cr*p,crap,crp,c r a p,c_r_a_p,rcap,craaaaap,crapc,crap
sociopath,s*ciopath,s0ciopath,scpth,s o c i o p a t h,s_o_c_i_o_p_a_t_h,osciopath,sooooociopath,sociopathb,sociopathf
arent,*rent,arent,rnt,a r e n t,a_r_e_n_t,raent,aaaaarent,arentf,a r e n t
stink,st*nk,stink,stnk,s t i n k,s_t_i_n_k,tsink,stiiiiink,stinkz,stiiiiink
revolting,r*volting,rev0lting,rvltng,r e v o l t i n g,r_e_v_o_l_t_i_n_g,ervolting,reeeeevolting,revoltingf,r_e_v_o_l_t_i_n_g
rotten,r*tten,r0tten,rttn,r o t t e n,r_o_t_t_e_n,ortten,roooootten,rottenx,roooootten
bigot,b*got,big0t,bgt,b i g o t,b_i_g_o_t,ibgot,biiiiigot,bigotk,biiiiigot
bitch,b*tch,bitch,btch,b i t c h,b_i_t_c_h,ibtch,biiiiitch,bitchi,bitchh
brat,br*t,brat,brt,b r a t,b_r_a_t,rbat,braaaaat,bratb,br*t
scum,sc*m,scum,scm,s c u m,s_c_u_m,csum,scuuuuum,scumx,s_c_u_m
crappy,cr*ppy,crappy,crppy,c r a p p y,c_r_a_p_p_y,rcappy,craaaaappy,crappyw,craaaaappy
stinky,st*nky,stinky,stnky,s t i n k y,s_t_i_n_k_y,tsinky,stiiiiinky,stinkyr,tsinky
rubbish,r*bbish,rubbish,rbbsh,r u b b i s h,r_u_b_b_i_s_h,urbbish,ruuuuubbish,rubbishk,r*bbish
fuck,f*ck,fuck,fck,f u c k,f_u_c_k,ufck,fuuuuuck,fuckk,fuck
slut,sl*t,slut,slt,s l u t,s_l_u_t,lsut,sluuuuut,sluts,lsut
liar,l*ar,liar,lr,l i a r,l_i_a_r,ilar,liiiiiar,liarm,liark
filthy,f*lthy,filthy,flthy,f i l t h y,f_i_l_t_h_y,iflthy,fiiiiilthy,filthyp,f i l t h y
nerd,n*rd,nerd,nrd,n e r d,n_e_r_d,enrd,neeeeerd,nerdw,nerd
hypocrite,hyp*crite,hyp0crite,hypcrt,h y p o c r i t e,h_y_p_o_c_r_i_t_e,yhpocrite,hypooooocrite,hypocrited,hyp0crite
nutcase,n*tcase,nutcase,ntcs,n u t c a s e,n_u_t_c_a_s_e,untcase,nuuuuutcase,nutcasef,nutcase
whore,wh*re,wh0re,whr,w h o r e,w_h_o_r_e,hwore,whooooore,whoreo,hwore
stinking,st*nking,stinking,stnkng,s t i n k i n g,s_t_i_n_k_i_n_g,tsinking,stiiiiinking,stinkingh,s t i n k i n g
lout,l*ut,l0ut,lt,l o u t,l_o_u_t,olut,looooout,loutn,l o u t
stink,st*nk,stink,stnk,s t i n k,s_t_i_n_k,tsink,stiiiiink,stinkn,s t i n k
wanker,w*nker,wanker,wnkr,w a n k e r,w_a_n_k_e_r,awnker,waaaaanker,wankerm,awnker
crap,cr*p,crap,crp,c r a p,c_r_a_p,rcap,craaaaap,crapf,cr*p
rubbish,r*bbish,rubbish,rbbsh,r u b b i s h,r_u_b_b_i_s_h,urbbish,ruuuuubbish,rubbishi,r_u_b_b_i_s_h
dolt,d*lt,d0lt,dlt,d o l t,d_o_l_t,odlt,dooooolt,doltr,d*lt
hideous,h*deous,hide0us,hds,h i d e o u s,h_i_d_e_o_u_s,ihdeous,hiiiiideous,hideousp,hds
shit,sh*t,shit,sht,s h i t,s_h_i_t,hsit,shiiiiit,shitu,sh*t
lunatic,l*natic,lunatic,lntc,l u n a t i c,l_u_n_a_t_i_c,ulnatic,luuuuunatic,lunaticz,lntc
pest,p*st,pest,pst,p e s t,p_e_s_t,epst,peeeeest,pesto,p_e_s_t
snot,sn*t,sn0t,snt,s n o t,s_n_o_t,nsot,snooooot,snotn,sn*t
egomaniac,*gomaniac,eg0maniac,gmnc,e g o m a n i a c,e_g_o_m_a_n_i_a_c,geomaniac,eeeeegomaniac,egomaniacu,gmnc
perverted,p*rverted,perverted,prvrtd,p e r v e r t e d,p_e_r_v_e_r_t_e_d,eprverted,peeeeerverted,perverteda,peeeeerverted
crap,cr*p,crap,crp,c r a p,c_r_a_p,rcap,craaaaap,crapk,rcap
twat,tw*t,twat,twt,t w a t,t_w_a_t,wtat,twaaaaat,twaty,wtat
fart,f*rt,fart,frt,f a r t,f_a_r_t,afrt,faaaaart,fartb,f a r t
cunt,c*nt,cunt,cnt,c u n t,c_u_n_t,ucnt,cuuuuunt,cuntx,ucnt
bugger,b*gger,bugger,bggr,b u g g e r,b_u_g_g_e_r,ubgger,buuuuugger,buggerc,buuuuugger
dumbass,d*mbass,dumbass,dmbss,d u m b a s s,d_u_m_b_a_s_s,udmbass,duuuuumbass,dumbassk,d u m b a s s
commie,c*mmie,c0mmie,cmm,c o m m i e,c_o_m_m_i_e,ocmmie,cooooommie,commier,c_o_m_m_i_e
wretch,wr*tch,wretch,wrtch,w r e t c h,w_r_e_t_c_h,rwetch,wreeeeetch,wretchi,wreeeeetch
psychopath,psych*path,psych0path,psychpth,p s y c h o p a t h,p_s_y_c_h_o_p_a_t_h,spychopath,psychooooopath,psychopathd,psychpth
despicable,d*spicable,despicable,dspcbl,d e s p i c a b l e,d_e_s_p_i_c_a_b_l_e,edspicable,deeeeespicable,despicablem,d_e_s_p_i_c_a_b_l_e
fuck,f*ck,fuck,fck,f u c k,f_u_c_k,ufck,fuuuuuck,fuckd,ufck
piss,p*ss,piss,pss,p i s s,p_i_s_s,ipss,piiiiiss,pissv,p i s s
pathetic,p*thetic,pathetic,pthtc,p a t h e t i c,p_a_t_h_e_t_i_c,apthetic,paaaaathetic,patheticp,pathetic
vermin,v*rmin,vermin,vrmn,v e r m i n,v_e_r_m_i_n,evrmin,veeeeermin,verminx,v e r m i n
buffoon,b*ffoon,buff0on,bffn,b u f f o o n,b_u_f_f_o_o_n,ubffoon,buuuuuffoon,buffoonu,buuuuuffoon
lowlife,l*wlife,l0wlife,lwlf,l o w l i f e,l_o_w_l_i_f_e,olwlife,looooowlife,lowlifej,olwlife
schmuck,schm*ck,schmuck,schmck,s c h m u c k,s_c_h_m_u_c_k,cshmuck,schmuuuuuck,schmuckr,schmucks
hateful,h*teful,hateful,htfl,h a t e f u l,h_a_t_e_f_u_l,ahteful,haaaaateful,hatefuly,h*teful
fag,f*g,fag,fg,f a g,f_a_g,afg,faaaaag,fagu,fag
slimy,sl*my,slimy,slmy,s l i m y,s_l_i_m_y,lsimy,sliiiiimy,slimyr,slimyn
sadistic,s*distic,sadistic,sdstc,s a d i s t i c,s_a_d_i_s_t_i_c,asdistic,saaaaadistic,sadisticm,s a d i s t i c
sux,s*x,sux,sx,s u x,s_u_x,usx,suuuuux,suxa,s_u_x
horrid,h*rrid,h0rrid,hrrd,h o r r i d,h_o_r_r_i_d,ohrrid,hooooorrid,horridc,h*rrid
crackpot,cr*ckpot,crackp0t,crckpt,c r a c k p o t,c_r_a_c_k_p_o_t,rcackpot,craaaaackpot,crackpotb,crackpotg
lousy,l*usy,l0usy,lsy,l o u s y,l_o_u_s_y,olusy,looooousy,lousyg,l0usy
weird,w*ird,weird,wrd,w e i r d,w_e_i_r_d,ewird,weeeeeird,weirdp,weird
chav,ch*v,chav,chv,c h a v,c_h_a_v,hcav,chaaaaav,chavc,c_h_a_v
rubbish,r*bbish,rubbish,rbbsh,r u b b i s h,r_u_b_b_i_s_h,urbbish,ruuuuubbish,rubbishr,urbbish
scruffy,scr*ffy,scruffy,scrffy,s c r u f f y,s_c_r_u_f_f_y,csruffy,scruuuuuffy,scruffyi,scruffy
sexist,s*xist,sexist,sxst,s e x i s t,s_e_x_i_s_t,esxist,seeeeexist,sexista,s_e_x_i_s_t
revolting,r*volting,rev0lting,rvltng,r e v o l t i n g,r_e_v_o_l_t_i_n_g,ervolting,reeeeevolting,revoltingx,r e v o l t i n g
fucking,f*cking,fucking,fckng,f u c k i n g,f_u_c_k_i_n_g,ufcking,fuuuuucking,fuckingm,f*cking
heartless,h*artless,heartless,hrtlss,h e a r t l e s s,h_e_a_r_t_l_e_s_s,ehartless,heeeeeartless,heartlessc,hrtlss
prank,pr*nk,prank,prnk,p r a n k,p_r_a_n_k,rpank,praaaaank,pranks,rpank
twerp,tw*rp,twerp,twrp,t w e r p,t_w_e_r_p,wterp,tweeeeerp,twerpv,twrp
loony,l*ony,l0ony,lny,l o o n y,l_o_o_n_y,olony,loooooony,loonyf,loonya
inbred,*nbred,inbred,nbrd,i n b r e d,i_n_b_r_e_d,nibred,iiiiinbred,inbredi,inbred
phony,ph*ny,ph0ny,phny,p h o n y,p_h_o_n_y,hpony,phooooony,phonyp,p h o n y
faggot,f*ggot,fagg0t,fggt,f a g g o t,f_a_g_g_o_t,afggot,faaaaaggot,faggotl,fagg0t
git,g*t,git,gt,g i t,g_i_t,igt,giiiiit,gitl,gitg
nitwit,n*twit,nitwit,ntwt,n i t w i t,n_i_t_w_i_t,intwit,niiiiitwit,nitwitc,n i t w i t
bugger,b*gger,bugger,bggr,b u g g e r,b_u_g_g_e_r,ubgger,buuuuugger,buggers,bggr
dimwit,d*mwit,dimwit,dmwt,d i m w i t,d_i_m_w_i_t,idmwit,diiiiimwit,dimwitx,d i m w i t
prank,pr*nk,prank,prnk,p r a n k,p_r_a_n_k,rpank,praaaaank,prankp,prnk
shit,sh*t,shit,sht,s h i t,s_h_i_t,hsit,shiiiiit,shitb,sh*t
weird,w*ird,weird,wrd,w e i r d,w_e_i_r_d,ewird,weeeeeird,weirde,w_e_i_r_d
tyrant,tyr*nt,tyrant,tyrnt,t y r a n t,t_y_r_a_n_t,ytrant,tyraaaaant,tyrantc,tyrant
stinking,st*nking,stinking,stnkng,s t i n k i n g,s_t_i_n_k_i_n_g,tsinking,stiiiiinking,stinkingr,stiiiiinking
wack,w*ck,wack,wck,w a c k,w_a_c_k,awck,waaaaack,wackp,w*ck
pussy,p*ssy,pussy,pssy,p u s s y,p_u_s_s_y,upssy,puuuuussy,pussyz,p_u_s_s_y
arse,*rse,arse,rs,a r s e,a_r_s_e,rase,aaaaarse,arseh,a r s e
geezer,g*ezer,geezer,gzr,g e e z e r,g_e_e_z_e_r,egezer,geeeeeezer,geezerw,g e e z e r
nigger,n*gger,nigger,nggr,n i g g e r,n_i_g_g_e_r,ingger,niiiiigger,niggerm,n*gger
inhuman,*nhuman,inhuman,nhmn,i n h u m a n,i_n_h_u_m_a_n,nihuman,iiiiinhuman,inhumano,inhuman
malicious,m*licious,malici0us,mlcs,m a l i c i o u s,m_a_l_i_c_i_o_u_s,amlicious,maaaaalicious,maliciousn,mlcs
badass,b*dass,badass,bdss,b a d a s s,b_a_d_a_s_s,abdass,baaaaadass,badassx,badass
selfish,s*lfish,selfish,slfsh,s e l f i s h,s_e_l_f_i_s_h,eslfish,seeeeelfish,selfishn,selfish
moronic,m*ronic,m0ronic,mrnc,m o r o n i c,m_o_r_o_n_i_c,omronic,moooooronic,moronicg,omronic
fart,f*rt,fart,frt,f a r t,f_a_r_t,afrt,faaaaart,fartw,f a r t
snide,sn*de,snide,snd,s n i d e,s_n_i_d_e,nside,sniiiiide,snidev,snd
putrid,p*trid,putrid,ptrd,p u t r i d,p_u_t_r_i_d,uptrid,puuuuutrid,putridu,putrid
lewd,l*wd,lewd,lwd,l e w d,l_e_w_d,elwd,leeeeewd,lewdh,lwd
weird,w*ird,weird,wrd,w e i r d,w_e_i_r_d,ewird,weeeeeird,weirdg,weeeeeird
hater,h*ter,hater,htr,h a t e r,h_a_t_e_r,ahter,haaaaater,haterm,haaaaater
arrogant,*rrogant,arr0gant,rrgnt,a r r o g a n t,a_r_r_o_g_a_n_t,rarogant,aaaaarrogant,arrogantl,rrgnt
snot,sn*t,sn0t,snt,s n o t,s_n_o_t,nsot,snooooot,snotr,s n o t
hoe,h*e,h0e,h,h o e,h_o_e,ohe,hoooooe,hoei,hoen
damn,d*mn,damn,dmn,d a m n,d_a_m_n,admn,daaaaamn,damnp,dmn
scum,sc*m,scum,scm,s c u m,s_c_u_m,csum,scuuuuum,scumr,scm
retard,r*tard,retard,rtrd,r e t a r d,r_e_t_a_r_d,ertard,reeeeetard,retardr,r*tard
sickening,s*ckening,sickening,scknng,s i c k e n i n g,s_i_c_k_e_n_i_n_g,isckening,siiiiickening,sickeningv,sickeningp
jerk,j*rk,jerk,jrk,j e r k,j_e_r_k,ejrk,jeeeeerk,jerkn,ejrk
piss,p*ss,piss,pss,p i s s,p_i_s_s,ipss,piiiiiss,pissx,piiiiiss
smelly,sm*lly,smelly,smlly,s m e l l y,s_m_e_l_l_y,mselly,smeeeeelly,smellyi,sm*lly
imbecile,*mbecile,imbecile,mbcl,i m b e c i l e,i_m_b_e_c_i_l_e,mibecile,iiiiimbecile,imbecilea,mbcl
underhanded,*nderhanded,underhanded,ndrhndd,u n d e r h a n d e d,u_n_d_e_r_h_a_n_d_e_d,nuderhanded,uuuuunderhanded,underhandedq,nuderhanded
lunatic,l*natic,lunatic,lntc,l u n a t i c,l_u_n_a_t_i_c,ulnatic,luuuuunatic,lunatick,luuuuunatic
bimbo,b*mbo,bimb0,bmb,b i m b o,b_i_m_b_o,ibmbo,biiiiimbo,bimboh,ibmbo
twat,tw*t,twat,twt,t w a t,t_w_a_t,wtat,twaaaaat,twatt,twt
madman,m*dman,madman,mdmn,m a d m a n,m_a_d_m_a_n,amdman,maaaaadman,madmanw,m*dman
lame,l*me,lame,lm,l a m e,l_a_m_e,alme,laaaaame,lameh,l_a_m_e
whiner,wh*ner,whiner,whnr,w h i n e r,w_h_i_n_e_r,hwiner,whiiiiiner,whinere,w_h_i_n_e_r
idiotic,*diotic,idi0tic,dtc,i d i o t i c,i_d_i_o_t_i_c,diiotic,iiiiidiotic,idiotica,idi0tic
sucky,s*cky,sucky,scky,s u c k y,s_u_c_k_y,uscky,suuuuucky,suckyy,s u c k y
sod,s*d,s0d,sd,s o d,s_o_d,osd,soooood,sodz,s*d
depraved,d*praved,depraved,dprvd,d e p r a v e d,d_e_p_r_a_v_e_d,edpraved,deeeeepraved,depravedr,d*praved
uncaring,*ncaring,uncaring,ncrng,u n c a r i n g,u_n_c_a_r_i_n_g,nucaring,uuuuuncaring,uncaringp,uuuuuncaring
abomination,*bomination,ab0mination,bmntn,a b o m i n a t i o n,a_b_o_m_i_n_a_t_i_o_n,baomination,aaaaabomination,abominationm,abominationm
shit,sh*t,shit,sht,s h i t,s_h_i_t,hsit,shiiiiit,shiti,sht
fucking,f*cking,fucking,fckng,f u c k i n g,f_u_c_k_i_n_g,ufcking,fuuuuucking,fuckingj,fckng
ho,h*,h0,h,h o,h_o,oh,hooooo,hod,h0
untalented,*ntalented,untalented,ntlntd,u n t a l e n t e d,u_n_t_a_l_e_n_t_e_d,nutalented,uuuuuntalented,untalenteda,untalented
bald,b*ld,bald,bld,b a l d,b_a_l_d,abld,baaaaald,baldm,baldi
asshole,*sshole,assh0le,sshl,a s s h o l e,a_s_s_h_o_l_e,sashole,aaaaasshole,assholeo,assh0le
scoundrel,sc*undrel,sc0undrel,scndrl,s c o u n d r e l,s_c_o_u_n_d_r_e_l,csoundrel,scoooooundrel,scoundrelw,sc*undrel
cruel,cr*el,cruel,crl,c r u e l,c_r_u_e_l,rcuel,cruuuuuel,cruelk,cruelh
skank,sk*nk,skank,sknk,s k a n k,s_k_a_n_k,ksank,skaaaaank,skanka,skankh
loony,l*ony,l0ony,lny,l o o n y,l_o_o_n_y,olony,loooooony,loonyo,lny
misogynist,m*sogynist,mis0gynist,msgynst,m i s o g y n i s t,m_i_s_o_g_y_n_i_s_t,imsogynist,miiiiisogynist,misogynisty,m_i_s_o_g_y_n_i_s_t
tyrant,tyr*nt,tyrant,tyrnt,t y r a n t,t_y_r_a_n_t,ytrant,tyraaaaant,tyrantp,t y r a n t
homicidal,h*micidal,h0micidal,hmcdl,h o m i c i d a l,h_o_m_i_c_i_d_a_l,ohmicidal,hooooomicidal,homicidalp,ohmicidal
kook,k*ok,k0ok,kk,k o o k,k_o_o_k,okok,kooooook,kookv,okok
spiteful,sp*teful,spiteful,sptfl,s p i t e f u l,s_p_i_t_e_f_u_l,psiteful,spiiiiiteful,spitefulq,spiteful
deceitful,d*ceitful,deceitful,dctfl,d e c e i t f u l,d_e_c_e_i_t_f_u_l,edceitful,deeeeeceitful,deceitfulf,dctfl
dishonest,d*shonest,dish0nest,dshnst,d i s h o n e s t,d_i_s_h_o_n_e_s_t,idshonest,diiiiishonest,dishonesth,dshnst
brutish,br*tish,brutish,brtsh,b r u t i s h,b_r_u_t_i_s_h,rbutish,bruuuuutish,brutishk,brtsh
druggie,dr*ggie,druggie,drgg,d r u g g i e,d_r_u_g_g_i_e,rduggie,druuuuuggie,druggied,rduggie
phony,ph*ny,ph0ny,phny,p h o n y,p_h_o_n_y,hpony,phooooony,phonyk,phonya
freaky,fr*aky,freaky,frky,f r e a k y,f_r_e_a_k_y,rfeaky,freeeeeaky,freakyt,fr*aky
insulting,*nsulting,insulting,nsltng,i n s u l t i n g,i_n_s_u_l_t_i_n_g,nisulting,iiiiinsulting,insultingh,*nsulting
cruel,cr*el,cruel,crl,c r u e l,c_r_u_e_l,rcuel,cruuuuuel,crueld,cruelh
crackpot,cr*ckpot,crackp0t,crckpt,c r a c k p o t,c_r_a_c_k_p_o_t,rcackpot,craaaaackpot,crackpote,cr*ckpot
blowhard,bl*whard,bl0whard,blwhrd,b l o w h a r d,b_l_o_w_h_a_r_d,lbowhard,blooooowhard,blowhardw,b l o w h a r d
pervert,p*rvert,pervert,prvrt,p e r v e r t,p_e_r_v_e_r_t,eprvert,peeeeervert,pervertr,p_e_r_v_e_r_t
miserable,m*serable,miserable,msrbl,m i s e r a b l e,m_i_s_e_r_a_b_l_e,imserable,miiiiiserable,miserablel,imserable
molester,m*lester,m0lester,mlstr,m o l e s t e r,m_o_l_e_s_t_e_r,omlester,mooooolester,molesterv,molestern
bigoted,b*goted,big0ted,bgtd,b i g o t e d,b_i_g_o_t_e_d,ibgoted,biiiiigoted,bigoteda,b i g o t e d
conniving,c*nniving,c0nniving,cnnvng,c o n n i v i n g,c_o_n_n_i_v_i_n_g,ocnniving,cooooonniving,connivingz,connivingk
hillbilly,h*llbilly,hillbilly,hllblly,h i l l b i l l y,h_i_l_l_b_i_l_l_y,ihllbilly,hiiiiillbilly,hillbillyo,h*llbilly
deviant,d*viant,deviant,dvnt,d e v i a n t,d_e_v_i_a_n_t,edviant,deeeeeviant,devianti,d_e_v_i_a_n_t
sexist,s*xist,sexist,sxst,s e x i s t,s_e_x_i_s_t,esxist,seeeeexist,sexistf,sxst
pansy,p*nsy,pansy,pnsy,p a n s y,p_a_n_s_y,apnsy,paaaaansy,pansyu,pnsy
louse,l*use,l0use,ls,l o u s e,l_o_u_s_e,oluse,looooouse,louseg,l o u s e
snivel,sn*vel,snivel,snvl,s n i v e l,s_n_i_v_e_l,nsivel,sniiiiivel,snivelb,s n i v e l
guido,g*ido,guid0,gd,g u i d o,g_u_i_d_o,ugido,guuuuuido,guidoq,g_u_i_d_o
oaf,*af,0af,f,o a f,o_a_f,aof,oooooaf,oafn,oafy
incompetent,*ncompetent,inc0mpetent,ncmptnt,i n c o m p e t e n t,i_n_c_o_m_p_e_t_e_n_t,nicompetent,iiiiincompetent,incompetenty,inc0mpetent
lame,l*me,lame,lm,l a m e,l_a_m_e,alme,laaaaame,lameh,lm
silly,s*lly,silly,slly,s i l l y,s_i_l_l_y,islly,siiiiilly,sillyj,silly
manipulative,m*nipulative,manipulative,mnpltv,m a n i p u l a t i v e,m_a_n_i_p_u_l_a_t_i_v_e,amnipulative,maaaaanipulative,manipulativep,amnipulative
scam,sc*m,scam,scm,s c a m,s_c_a_m,csam,scaaaaam,scamo,csam
dumb,d*mb,dumb,dmb,d u m b,d_u_m_b,udmb,duuuuumb,dumbp,dumby
bitchy,b*tchy,bitchy,btchy,b i t c h y,b_i_t_c_h_y,ibtchy,biiiiitchy,bitchyt,btchy
shameful,sh*meful,shameful,shmfl,s h a m e f u l,s_h_a_m_e_f_u_l,hsameful,shaaaaameful,shamefulr,shaaaaameful
whore,wh*re,wh0re,whr,w h o r e,w_h_o_r_e,hwore,whooooore,whores,wh*re
greedy,gr*edy,greedy,grdy,g r e e d y,g_r_e_e_d_y,rgeedy,greeeeeedy,greedyk,greeeeeedy
wank,w*nk,wank,wnk,w a n k,w_a_n_k,awnk,waaaaank,wankv,waaaaank
fucker,f*cker,fucker,fckr,f u c k e r,f_u_c_k_e_r,ufcker,fuuuuucker,fuckerd,f u c k e r
crackhead,cr*ckhead,crackhead,crckhd,c r a c k h e a d,c_r_a_c_k_h_e_a_d,rcackhead,craaaaackhead,crackheadz,rcackhead
wack,w*ck,wack,wck,w a c k,w_a_c_k,awck,waaaaack,wacke,wacki
ninny,n*nny,ninny,nnny,n i n n y,n_i_n_n_y,innny,niiiiinny,ninnym,innny
dreadful,dr*adful,dreadful,drdfl,d r e a d f u l,d_r_e_a_d_f_u_l,rdeadful,dreeeeeadful,dreadfuli,rdeadful
yokel,y*kel,y0kel,ykl,y o k e l,y_o_k_e_l,oykel,yoooookel,yokelr,oykel
mindless,m*ndless,mindless,mndlss,m i n d l e s s,m_i_n_d_l_e_s_s,imndless,miiiiindless,mindlessb,imndless
coward,c*ward,c0ward,cwrd,c o w a r d,c_o_w_a_r_d,ocward,coooooward,cowardy,cowardk
scheming,sch*ming,scheming,schmng,s c h e m i n g,s_c_h_e_m_i_n_g,csheming,scheeeeeming,schemingr,scheming
dumb,d*mb,dumb,dmb,d u m b,d_u_m_b,udmb,duuuuumb,dumbu,d u m b
cowardly,c*wardly,c0wardly,cwrdly,c o w a r d l y,c_o_w_a_r_d_l_y,ocwardly,cooooowardly,cowardlyv,cwrdly
thug,th*g,thug,thg,t h u g,t_h_u_g,htug,thuuuuug,thugy,thg
pedophile,p*dophile,ped0phile,pdphl,p e d o p h i l e,p_e_d_o_p_h_i_l_e,epdophile,peeeeedophile,pedophilea,ped0phile
wacko,w*cko,wack0,wck,w a c k o,w_a_c_k_o,awcko,waaaaacko,wackow,awcko
murderer,m*rderer,murderer,mrdrr,m u r d e r e r,m_u_r_d_e_r_e_r,umrderer,muuuuurderer,murdererq,mrdrr
fiend,f*end,fiend,fnd,f i e n d,f_i_e_n_d,ifend,fiiiiiend,fiendx,ifend
lame,l*me,lame,lm,l a m e,l_a_m_e,alme,laaaaame,lamed,l*me
leering,l*ering,leering,lrng,l e e r i n g,l_e_e_r_i_n_g,elering,leeeeeering,leeringr,leeeeeering
reprehensible,r*prehensible,reprehensible,rprhnsbl,r e p r e h e n s i b l e,r_e_p_r_e_h_e_n_s_i_b_l_e,erprehensible,reeeeeprehensible,reprehensibley,reeeeeprehensible
cock,c*ck,c0ck,cck,c o c k,c_o_c_k,occk,cooooock,cockd,c0ck
stig,st*g,stig,stg,s t i g,s_t_i_g,tsig,stiiiiig,stigj,s_t_i_g
loudmouth,l*udmouth,l0udmouth,ldmth,l o u d m o u t h,l_o_u_d_m_o_u_t_h,oludmouth,loooooudmouth,loudmoutha,ldmth
detestable,d*testable,detestable,dtstbl,d e t e s t a b l e,d_e_t_e_s_t_a_b_l_e,edtestable,deeeeetestable,detestablen,d*testable
inbred,*nbred,inbred,nbrd,i n b r e d,i_n_b_r_e_d,nibred,iiiiinbred,inbredi,i n b r e d
gook,g*ok,g0ok,gk,g o o k,g_o_o_k,ogok,gooooook,gookr,gooooook
monger,m*nger,m0nger,mngr,m o n g e r,m_o_n_g_e_r,omnger,mooooonger,mongerx,m0nger
slacker,sl*cker,slacker,slckr,s l a c k e r,s_l_a_c_k_e_r,lsacker,slaaaaacker,slackeru,slckr
wannabe,w*nnabe,wannabe,wnnb,w a n n a b e,w_a_n_n_a_b_e,awnnabe,waaaaannabe,wannabeu,w a n n a b e
smug,sm*g,smug,smg,s m u g,s_m_u_g,msug,smuuuuug,smugb,smg
disreputable,d*sreputable,disreputable,dsrptbl,d i s r e p u t a b l e,d_i_s_r_e_p_u_t_a_b_l_e,idsreputable,diiiiisreputable,disreputablei,idsreputable
cheater,ch*ater,cheater,chtr,c h e a t e r,c_h_e_a_t_e_r,hceater,cheeeeeater,cheaterp,cheater
slimeball,sl*meball,slimeball,slmbll,s l i m e b a l l,s_l_i_m_e_b_a_l_l,lsimeball,sliiiiimeball,slimeballn,slimeball
rude,r*de,rude,rd,r u d e,r_u_d_e,urde,ruuuuude,rudey,r*de
shoddy,sh*ddy,sh0ddy,shddy,s h o d d y,s_h_o_d_d_y,hsoddy,shoooooddy,shoddyy,s h o d d y
spaz,sp*z,spaz,spz,s p a z,s_p_a_z,psaz,spaaaaaz,spazm,spazm
fuckwit,f*ckwit,fuckwit,fckwt,f u c k w i t,f_u_c_k_w_i_t,ufckwit,fuuuuuckwit,fuckwitq,f_u_c_k_w_i_t
egotistical,*gotistical,eg0tistical,gtstcl,e g o t i s t i c a l,e_g_o_t_i_s_t_i_c_a_l,geotistical,eeeeegotistical,egotisticalk,e g o t i s t i c a l
sod,s*d,s0d,sd,s o d,s_o_d,osd,soooood,sodu,s_o_d
raving,r*ving,raving,rvng,r a v i n g,r_a_v_i_n_g,arving,raaaaaving,ravingu,rvng
booger,b*oger,b0oger,bgr,b o o g e r,b_o_o_g_e_r,oboger,booooooger,boogern,boogerx
fornicator,f*rnicator,f0rnicator,frnctr,f o r n i c a t o r,f_o_r_n_i_c_a_t_o_r,ofrnicator,fooooornicator,fornicatord,f_o_r_n_i_c_a_t_o_r
